# Automatically generated
# duptype id depth size device inode priority name
DUPTYPE_FIRST_OCCURRENCE 14402 6 378 63 2290188 5 /openedx/staticfiles/xblock/resources/edx_sga/locale/en/LC_MESSAGES/django.e26f559c4228.mo
DUPTYPE_WITHIN_SAME_TREE -14402 7 378 63 8711144 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/locale/en/LC_MESSAGES/djangojs.e26f559c4228.mo
DUPTYPE_WITHIN_SAME_TREE -14402 7 378 63 8711142 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/locale/en/LC_MESSAGES/django.e26f559c4228.mo
DUPTYPE_WITHIN_SAME_TREE -14402 7 378 63 8710718 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/locale/en/LC_MESSAGES/django.mo
DUPTYPE_WITHIN_SAME_TREE -14402 6 378 63 2290068 5 /openedx/staticfiles/xblock/resources/edx_sga/locale/en/LC_MESSAGES/djangojs.mo
DUPTYPE_WITHIN_SAME_TREE -14402 7 378 63 8710720 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/locale/en/LC_MESSAGES/djangojs.mo
DUPTYPE_WITHIN_SAME_TREE -14402 6 378 63 2290190 5 /openedx/staticfiles/xblock/resources/edx_sga/locale/en/LC_MESSAGES/djangojs.e26f559c4228.mo
DUPTYPE_WITHIN_SAME_TREE -14402 6 378 63 2290066 5 /openedx/staticfiles/xblock/resources/edx_sga/locale/en/LC_MESSAGES/django.mo
DUPTYPE_FIRST_OCCURRENCE 6381 3 379 63 5421999 5 /openedx/staticfiles/templates/instructor/instructor_dashboard_2/cohort-discussions-category.db4c506e669d.underscore
DUPTYPE_WITHIN_SAME_TREE -6381 3 379 63 5419869 5 /openedx/staticfiles/templates/instructor/instructor_dashboard_2/cohort-discussions-category.underscore
DUPTYPE_FIRST_OCCURRENCE 2039 2 379 63 6604057 5 /openedx/staticfiles/js/instructor_dashboard/metrics.6f3bd926b348.js
DUPTYPE_WITHIN_SAME_TREE -2039 2 379 63 6603183 5 /openedx/staticfiles/js/instructor_dashboard/metrics.js
DUPTYPE_FIRST_OCCURRENCE 9697 5 379 63 8717616 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/core/toType.1fe108a028d7.js
DUPTYPE_WITHIN_SAME_TREE -9697 5 379 63 8706878 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/core/toType.js
DUPTYPE_FIRST_OCCURRENCE 1041 1 379 63 8719699 5 /openedx/staticfiles/images/volume.b2ddb7344bb1.png
DUPTYPE_WITHIN_SAME_TREE -1041 2 379 63 8712413 5 /openedx/staticfiles/studio/images/volume.b2ddb7344bb1.png
DUPTYPE_WITHIN_SAME_TREE -1041 1 379 63 8703654 5 /openedx/staticfiles/images/volume.png
DUPTYPE_WITHIN_SAME_TREE -1041 2 379 63 8709091 5 /openedx/staticfiles/studio/images/volume.png
DUPTYPE_FIRST_OCCURRENCE 7895 4 379 63 8718543 5 /openedx/staticfiles/studio-frontend/src/components/AssetsResultsCount/container.aa87d9b1961f.jsx
DUPTYPE_WITHIN_SAME_TREE -7895 4 379 63 8706636 5 /openedx/staticfiles/studio-frontend/src/components/AssetsResultsCount/container.jsx
DUPTYPE_FIRST_OCCURRENCE 6195 3 379 63 8712144 5 /openedx/staticfiles/studio/templates/mock/mock-xblock-editor.44767fc96e3f.underscore
DUPTYPE_WITHIN_SAME_TREE -6195 3 379 63 8709890 5 /openedx/staticfiles/studio/templates/mock/mock-xblock-editor.underscore
DUPTYPE_FIRST_OCCURRENCE 9893 5 380 63 4919803 5 /openedx/staticfiles/js/bower/jquery/src/css/hiddenVisibleSelectors.e5245dadac25.js
DUPTYPE_WITHIN_SAME_TREE -9893 10 380 63 3599107 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/css/hiddenVisibleSelectors.js
DUPTYPE_WITHIN_SAME_TREE -9893 10 380 63 3599814 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/css/hiddenVisibleSelectors.e5245dadac25.js
DUPTYPE_WITHIN_SAME_TREE -9893 9 380 63 4919576 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/css/hiddenVisibleSelectors.js
DUPTYPE_WITHIN_SAME_TREE -9893 9 380 63 4919735 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/css/hiddenVisibleSelectors.e5245dadac25.js
DUPTYPE_WITHIN_SAME_TREE -9893 6 380 63 4125074 5 /openedx/staticfiles/studio/js/bower/jquery/src/css/hiddenVisibleSelectors.e5245dadac25.js
DUPTYPE_WITHIN_SAME_TREE -9893 5 380 63 4918019 5 /openedx/staticfiles/js/bower/jquery/src/css/hiddenVisibleSelectors.js
DUPTYPE_WITHIN_SAME_TREE -9893 6 380 63 4124958 5 /openedx/staticfiles/studio/js/bower/jquery/src/css/hiddenVisibleSelectors.js
DUPTYPE_FIRST_OCCURRENCE 3445 2 380 63 6603971 5 /openedx/staticfiles/templates/discussion/_js_head_dependencies.a53d332547a9.html
DUPTYPE_WITHIN_SAME_TREE -3445 2 380 63 6602610 5 /openedx/staticfiles/templates/discussion/_js_head_dependencies.html
DUPTYPE_FIRST_OCCURRENCE 1439 2 380 63 2546853 5 /openedx/staticfiles/admin/img/icon-changelink.18d2fd706348.svg
DUPTYPE_WITHIN_SAME_TREE -1439 2 380 63 2545688 5 /openedx/staticfiles/admin/img/icon-changelink.svg
DUPTYPE_WITHIN_SAME_TREE -1439 3 380 63 8712338 5 /openedx/staticfiles/studio/admin/img/icon-changelink.18d2fd706348.svg
DUPTYPE_WITHIN_SAME_TREE -1439 3 380 63 8710424 5 /openedx/staticfiles/studio/admin/img/icon-changelink.svg
DUPTYPE_FIRST_OCCURRENCE 7219 4 380 63 8718405 5 /openedx/staticfiles/css/vendor/pdfjs/images/toolbarButton-viewAttachments.1b32e45e73ce.png
DUPTYPE_WITHIN_SAME_TREE -7219 4 380 63 8704751 5 /openedx/staticfiles/css/vendor/pdfjs/images/toolbarButton-viewAttachments.png
DUPTYPE_WITHIN_SAME_TREE -7219 5 380 63 8709438 5 /openedx/staticfiles/studio/css/vendor/pdfjs/images/toolbarButton-viewAttachments.png
DUPTYPE_WITHIN_SAME_TREE -7219 5 380 63 8711632 5 /openedx/staticfiles/studio/css/vendor/pdfjs/images/toolbarButton-viewAttachments.1b32e45e73ce.png
DUPTYPE_FIRST_OCCURRENCE 14254 6 380 63 8717441 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/locale/en/LC_MESSAGES/text.abc112964e3e.mo
DUPTYPE_WITHIN_SAME_TREE -14254 6 380 63 8708013 5 /openedx/staticfiles/xblock/resources/lti_consumer/translations/en/LC_MESSAGES/text.mo
DUPTYPE_WITHIN_SAME_TREE -14254 7 380 63 9094248 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/locale/en/LC_MESSAGES/text.mo
DUPTYPE_WITHIN_SAME_TREE -14254 7 380 63 2806204 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/translations/en/LC_MESSAGES/text.mo
DUPTYPE_WITHIN_SAME_TREE -14254 7 380 63 8711190 5 /openedx/staticfiles/studio/xblock/resources/lti_consumer/translations/en/LC_MESSAGES/text.abc112964e3e.mo
DUPTYPE_WITHIN_SAME_TREE -14254 7 380 63 9094293 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/locale/en/LC_MESSAGES/text.abc112964e3e.mo
DUPTYPE_WITHIN_SAME_TREE -14254 7 380 63 2806235 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/translations/en/LC_MESSAGES/text.abc112964e3e.mo
DUPTYPE_WITHIN_SAME_TREE -14254 6 380 63 8709003 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/translations/en/LC_MESSAGES/text.mo
DUPTYPE_WITHIN_SAME_TREE -14254 7 380 63 8710850 5 /openedx/staticfiles/studio/xblock/resources/lti_consumer/translations/en/LC_MESSAGES/text.mo
DUPTYPE_WITHIN_SAME_TREE -14254 6 380 63 8717467 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/translations/en/LC_MESSAGES/text.abc112964e3e.mo
DUPTYPE_WITHIN_SAME_TREE -14254 6 380 63 8716274 5 /openedx/staticfiles/xblock/resources/lti_consumer/translations/en/LC_MESSAGES/text.abc112964e3e.mo
DUPTYPE_WITHIN_SAME_TREE -14254 6 380 63 8708092 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/locale/en/LC_MESSAGES/text.mo
DUPTYPE_FIRST_OCCURRENCE 3481 2 380 63 6603979 5 /openedx/staticfiles/templates/experiments/dashboard_metadata.d4320bb22880.html
DUPTYPE_WITHIN_SAME_TREE -3481 2 380 63 6602628 5 /openedx/staticfiles/templates/experiments/dashboard_metadata.html
DUPTYPE_FIRST_OCCURRENCE 1399 2 380 63 4786277 5 /openedx/staticfiles/admin/css/dashboard.be83f13e4369.css
DUPTYPE_WITHIN_SAME_TREE -1399 3 380 63 8710311 5 /openedx/staticfiles/studio/admin/css/dashboard.css
DUPTYPE_WITHIN_SAME_TREE -1399 2 380 63 4784451 5 /openedx/staticfiles/admin/css/dashboard.css
DUPTYPE_WITHIN_SAME_TREE -1399 3 380 63 8712308 5 /openedx/staticfiles/studio/admin/css/dashboard.be83f13e4369.css
DUPTYPE_FIRST_OCCURRENCE 9741 5 381 63 8717657 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/manipulation/setGlobalEval.45e10fe7bb05.js
DUPTYPE_WITHIN_SAME_TREE -9741 5 381 63 8706929 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/manipulation/setGlobalEval.js
DUPTYPE_FIRST_OCCURRENCE 8043 4 382 63 8718620 5 /openedx/staticfiles/studio-frontend/src/data/reducers/connectionStatus.test.3a536228256b.js
DUPTYPE_WITHIN_SAME_TREE -8043 4 382 63 8706715 5 /openedx/staticfiles/studio-frontend/src/data/reducers/connectionStatus.test.js
DUPTYPE_FIRST_OCCURRENCE 3257 2 382 63 6604025 5 /openedx/staticfiles/teams/templates/teams_tab.b5dfab941014.underscore
DUPTYPE_WITHIN_SAME_TREE -3257 2 382 63 6603112 5 /openedx/staticfiles/teams/templates/teams_tab.underscore
DUPTYPE_FIRST_OCCURRENCE 4597 3 382 63 8718896 5 /openedx/staticfiles/js/financial-assistance/models/financial_assistance_model.876737078500.js
DUPTYPE_WITHIN_SAME_TREE -4597 3 382 63 8705832 5 /openedx/staticfiles/js/financial-assistance/models/financial_assistance_model.js
DUPTYPE_FIRST_OCCURRENCE 9901 5 383 63 8718056 5 /openedx/staticfiles/js/bower/jquery/src/data/accepts.40730b360772.js
DUPTYPE_WITHIN_SAME_TREE -9901 10 383 63 3599175 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/data/accepts.40730b360772.js
DUPTYPE_WITHIN_SAME_TREE -9901 9 383 63 4919709 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/data/accepts.40730b360772.js
DUPTYPE_WITHIN_SAME_TREE -9901 9 383 63 4918065 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/data/accepts.js
DUPTYPE_WITHIN_SAME_TREE -9901 5 383 63 8707669 5 /openedx/staticfiles/js/bower/jquery/src/data/accepts.js
DUPTYPE_WITHIN_SAME_TREE -9901 6 383 63 4125048 5 /openedx/staticfiles/studio/js/bower/jquery/src/data/accepts.40730b360772.js
DUPTYPE_WITHIN_SAME_TREE -9901 10 383 63 3599075 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/data/accepts.js
DUPTYPE_WITHIN_SAME_TREE -9901 6 383 63 4124926 5 /openedx/staticfiles/studio/js/bower/jquery/src/data/accepts.js
DUPTYPE_FIRST_OCCURRENCE 3793 2 384 63 8719625 5 /openedx/staticfiles/vendor/jsme/JSME_minimal.49232bb986fa.html
DUPTYPE_WITHIN_SAME_TREE -3793 3 384 63 6469048 5 /openedx/staticfiles/studio/vendor/jsme/JSME_minimal.49232bb986fa.html
DUPTYPE_WITHIN_SAME_TREE -3793 3 384 63 6467067 5 /openedx/staticfiles/studio/vendor/jsme/JSME_minimal.html
DUPTYPE_WITHIN_SAME_TREE -3793 2 384 63 8707262 5 /openedx/staticfiles/vendor/jsme/JSME_minimal.html
DUPTYPE_FIRST_OCCURRENCE 1371 1 385 63 5422353 5 /openedx/staticfiles/templates/tab_module.bde72f6889bc.html
DUPTYPE_WITHIN_SAME_TREE -1371 1 385 63 5419450 5 /openedx/staticfiles/templates/tab_module.html
DUPTYPE_FIRST_OCCURRENCE 1285 1 385 63 5422331 5 /openedx/staticfiles/templates/extauth_failure.289beb6116e2.html
DUPTYPE_WITHIN_SAME_TREE -1285 1 385 63 5419428 5 /openedx/staticfiles/templates/extauth_failure.html
DUPTYPE_FIRST_OCCURRENCE 6835 4 386 63 8718239 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/Adobe-Korea1-1.84eb56b5caf7.bcmap
DUPTYPE_WITHIN_SAME_TREE -6835 4 386 63 8703834 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/Adobe-Korea1-1.bcmap
DUPTYPE_WITHIN_SAME_TREE -6835 5 386 63 8711466 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/Adobe-Korea1-1.84eb56b5caf7.bcmap
DUPTYPE_WITHIN_SAME_TREE -6835 5 386 63 8709271 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/Adobe-Korea1-1.bcmap
DUPTYPE_FIRST_OCCURRENCE 1597 2 387 63 6604020 5 /openedx/staticfiles/course_search/templates/dashboard_search_item.156f2362a60d.underscore
DUPTYPE_WITHIN_SAME_TREE -1597 2 387 63 6603061 5 /openedx/staticfiles/course_search/templates/dashboard_search_item.underscore
DUPTYPE_FIRST_OCCURRENCE 5303 3 387 63 8719290 5 /openedx/staticfiles/proctoring/js/vendor/i18n.ab8ff70fac4b.js
DUPTYPE_WITHIN_SAME_TREE -5303 6 387 63 8706056 5 /openedx/staticfiles/edx-proctoring/edx_proctoring/static/proctoring/js/vendor/i18n.js
DUPTYPE_WITHIN_SAME_TREE -5303 4 387 63 9727526 5 /openedx/staticfiles/studio/proctoring/js/vendor/i18n.js
DUPTYPE_WITHIN_SAME_TREE -5303 6 387 63 8715919 5 /openedx/staticfiles/edx-proctoring/edx_proctoring/static/proctoring/js/vendor/i18n.ab8ff70fac4b.js
DUPTYPE_WITHIN_SAME_TREE -5303 4 387 63 9727928 5 /openedx/staticfiles/studio/proctoring/js/vendor/i18n.ab8ff70fac4b.js
DUPTYPE_WITHIN_SAME_TREE -5303 3 387 63 8707769 5 /openedx/staticfiles/proctoring/js/vendor/i18n.js
DUPTYPE_FIRST_OCCURRENCE 1389 1 389 63 5422370 5 /openedx/staticfiles/templates/xrds.ccffc979c567.xml
DUPTYPE_WITHIN_SAME_TREE -1389 1 389 63 5419467 5 /openedx/staticfiles/templates/xrds.xml
DUPTYPE_FIRST_OCCURRENCE 6837 4 391 63 8718245 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/Adobe-Korea1-2.1752dd13143d.bcmap
DUPTYPE_WITHIN_SAME_TREE -6837 5 391 63 8709277 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/Adobe-Korea1-2.bcmap
DUPTYPE_WITHIN_SAME_TREE -6837 4 391 63 8703840 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/Adobe-Korea1-2.bcmap
DUPTYPE_WITHIN_SAME_TREE -6837 5 391 63 8711472 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/Adobe-Korea1-2.1752dd13143d.bcmap
DUPTYPE_FIRST_OCCURRENCE 4529 3 391 63 8718889 5 /openedx/staticfiles/js/discussions_management/models/course_discussions_detail.6c079cfb3323.js
DUPTYPE_WITHIN_SAME_TREE -4529 3 391 63 8705823 5 /openedx/staticfiles/js/discussions_management/models/course_discussions_detail.js
DUPTYPE_FIRST_OCCURRENCE 9571 5 392 63 8717731 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/mixins/_float.87899ae33449.scss
DUPTYPE_WITHIN_SAME_TREE -9571 5 392 63 8707054 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/mixins/_float.scss
DUPTYPE_FIRST_OCCURRENCE 1443 2 392 63 2546861 5 /openedx/staticfiles/admin/img/icon-deletelink.564ef9dc3854.svg
DUPTYPE_WITHIN_SAME_TREE -1443 2 392 63 2545696 5 /openedx/staticfiles/admin/img/icon-deletelink.svg
DUPTYPE_WITHIN_SAME_TREE -1443 3 392 63 8710432 5 /openedx/staticfiles/studio/admin/img/icon-deletelink.svg
DUPTYPE_WITHIN_SAME_TREE -1443 3 392 63 8712346 5 /openedx/staticfiles/studio/admin/img/icon-deletelink.564ef9dc3854.svg
DUPTYPE_FIRST_OCCURRENCE 2897 2 392 63 8712537 5 /openedx/staticfiles/studio/images/large-html-icon.bb04c8e6bd7c.png
DUPTYPE_WITHIN_SAME_TREE -2897 2 392 63 8709935 5 /openedx/staticfiles/studio/images/large-html-icon.png
DUPTYPE_FIRST_OCCURRENCE 3299 2 392 63 5422149 5 /openedx/staticfiles/templates/certificates/_about-edx.131f6254d297.html
DUPTYPE_WITHIN_SAME_TREE -3299 2 392 63 5419814 5 /openedx/staticfiles/templates/certificates/_about-edx.html
DUPTYPE_FIRST_OCCURRENCE 5209 3 394 63 8719124 5 /openedx/staticfiles/paragon/src/Modal/Modal.eba3953fa264.scss
DUPTYPE_WITHIN_SAME_TREE -5209 3 394 63 8706810 5 /openedx/staticfiles/paragon/src/Modal/Modal.scss
DUPTYPE_FIRST_OCCURRENCE 1637 2 395 63 8719501 5 /openedx/staticfiles/discussion/templates/fake-breadcrumbs.44cc2ccf2585.underscore
DUPTYPE_WITHIN_SAME_TREE -1637 2 395 63 8706022 5 /openedx/staticfiles/discussion/templates/fake-breadcrumbs.underscore
DUPTYPE_WITHIN_SAME_TREE -1637 3 395 63 8712386 5 /openedx/staticfiles/studio/discussion/templates/fake-breadcrumbs.44cc2ccf2585.underscore
DUPTYPE_WITHIN_SAME_TREE -1637 3 395 63 8710531 5 /openedx/staticfiles/studio/discussion/templates/fake-breadcrumbs.underscore
DUPTYPE_FIRST_OCCURRENCE 7729 4 396 63 9095476 5 /openedx/staticfiles/js/vendor/jQuery-File-Upload/css/demo-ie8.7ca68f022842.css
DUPTYPE_WITHIN_SAME_TREE -7729 5 396 63 8973982 5 /openedx/staticfiles/studio/js/vendor/jQuery-File-Upload/css/demo-ie8.7ca68f022842.css
DUPTYPE_WITHIN_SAME_TREE -7729 4 396 63 9093848 5 /openedx/staticfiles/js/vendor/jQuery-File-Upload/css/demo-ie8.css
DUPTYPE_WITHIN_SAME_TREE -7729 5 396 63 8973747 5 /openedx/staticfiles/studio/js/vendor/jQuery-File-Upload/css/demo-ie8.css
DUPTYPE_FIRST_OCCURRENCE 7131 4 397 63 8718359 5 /openedx/staticfiles/css/vendor/pdfjs/images/secondaryToolbarButton-documentProperties.23f064bacd0b.png
DUPTYPE_WITHIN_SAME_TREE -7131 4 397 63 8704705 5 /openedx/staticfiles/css/vendor/pdfjs/images/secondaryToolbarButton-documentProperties.png
DUPTYPE_WITHIN_SAME_TREE -7131 5 397 63 8709392 5 /openedx/staticfiles/studio/css/vendor/pdfjs/images/secondaryToolbarButton-documentProperties.png
DUPTYPE_WITHIN_SAME_TREE -7131 5 397 63 8711586 5 /openedx/staticfiles/studio/css/vendor/pdfjs/images/secondaryToolbarButton-documentProperties.23f064bacd0b.png
DUPTYPE_FIRST_OCCURRENCE 5749 3 397 63 8712173 5 /openedx/staticfiles/studio/js/collections/course_grader.ba30cb7eafb0.js
DUPTYPE_WITHIN_SAME_TREE -5749 3 397 63 8709962 5 /openedx/staticfiles/studio/js/collections/course_grader.js
DUPTYPE_FIRST_OCCURRENCE 14227 6 397 63 8716166 5 /openedx/staticfiles/vendor/jsme/jsme/gwt/chrome/images/corner_ie6.439417c5e71e.png
DUPTYPE_WITHIN_SAME_TREE -14227 7 397 63 6468124 5 /openedx/staticfiles/studio/vendor/jsme/jsme/gwt/chrome/images/corner_ie6.png
DUPTYPE_WITHIN_SAME_TREE -14227 7 397 63 6468171 5 /openedx/staticfiles/studio/vendor/jsme/jsme/gwt/chrome/images/corner_ie6.439417c5e71e.png
DUPTYPE_WITHIN_SAME_TREE -14227 6 397 63 8707504 5 /openedx/staticfiles/vendor/jsme/jsme/gwt/chrome/images/corner_ie6.png
DUPTYPE_FIRST_OCCURRENCE 11463 5 398 63 5817257 5 /openedx/staticfiles/templates/instructor/edx_ace/allowedunenroll/email/body.a806c81a0e8b.txt
DUPTYPE_WITHIN_SAME_TREE -11463 5 398 63 5815432 5 /openedx/staticfiles/templates/instructor/edx_ace/allowedunenroll/email/body.txt
DUPTYPE_FIRST_OCCURRENCE 1503 2 399 63 8719664 5 /openedx/staticfiles/announcements/jsx/test-announcements.8f99298e5ce4.json
DUPTYPE_WITHIN_SAME_TREE -1503 3 399 63 8710523 5 /openedx/staticfiles/studio/announcements/jsx/test-announcements.json
DUPTYPE_WITHIN_SAME_TREE -1503 2 399 63 8707718 5 /openedx/staticfiles/announcements/jsx/test-announcements.json
DUPTYPE_WITHIN_SAME_TREE -1503 3 399 63 8712382 5 /openedx/staticfiles/studio/announcements/jsx/test-announcements.8f99298e5ce4.json
DUPTYPE_FIRST_OCCURRENCE 3663 2 400 63 6603944 5 /openedx/staticfiles/templates/student_account/enterprise_sidebar.7c730fc311dd.html
DUPTYPE_WITHIN_SAME_TREE -3663 2 400 63 6602579 5 /openedx/staticfiles/templates/student_account/enterprise_sidebar.html
DUPTYPE_FIRST_OCCURRENCE 971 1 400 63 8719712 5 /openedx/staticfiles/images/icon-sm-xseries-white.eba47e66db05.png
DUPTYPE_WITHIN_SAME_TREE -971 1 400 63 8705719 5 /openedx/staticfiles/images/icon-sm-xseries-white.png
DUPTYPE_FIRST_OCCURRENCE 2115 2 400 63 8719635 5 /openedx/staticfiles/js/src/lms_index.8b6d85abb532.js
DUPTYPE_WITHIN_SAME_TREE -2115 2 400 63 8707512 5 /openedx/staticfiles/js/src/lms_index.js
DUPTYPE_WITHIN_SAME_TREE -2115 3 400 63 8712365 5 /openedx/staticfiles/studio/js/src/lms_index.8b6d85abb532.js
DUPTYPE_WITHIN_SAME_TREE -2115 7 400 63 8710901 5 /openedx/staticfiles/studio/xblock/resources/openassessment.xblock/static/js/src/lms_index.js
DUPTYPE_WITHIN_SAME_TREE -2115 7 400 63 8711202 5 /openedx/staticfiles/studio/xblock/resources/openassessment.xblock/static/js/src/lms_index.8b6d85abb532.js
DUPTYPE_WITHIN_SAME_TREE -2115 6 400 63 8707840 5 /openedx/staticfiles/xblock/resources/openassessment.xblock/static/js/src/lms_index.js
DUPTYPE_WITHIN_SAME_TREE -2115 6 400 63 8716212 5 /openedx/staticfiles/xblock/resources/openassessment.xblock/static/js/src/lms_index.8b6d85abb532.js
DUPTYPE_WITHIN_SAME_TREE -2115 3 400 63 8710499 5 /openedx/staticfiles/studio/js/src/lms_index.js
DUPTYPE_FIRST_OCCURRENCE 12271 6 401 63 8716153 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/css/var/getStyles.6c085f1a5b10.js
DUPTYPE_WITHIN_SAME_TREE -12271 6 401 63 8706945 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/css/var/getStyles.js
DUPTYPE_FIRST_OCCURRENCE 6793 4 401 63 8718213 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/Adobe-CNS1-3.68996101860e.bcmap
DUPTYPE_WITHIN_SAME_TREE -6793 5 401 63 8711440 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/Adobe-CNS1-3.68996101860e.bcmap
DUPTYPE_WITHIN_SAME_TREE -6793 4 401 63 8703808 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/Adobe-CNS1-3.bcmap
DUPTYPE_WITHIN_SAME_TREE -6793 5 401 63 8709245 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/Adobe-CNS1-3.bcmap
DUPTYPE_FIRST_OCCURRENCE 2157 2 402 63 8719364 5 /openedx/staticfiles/js/test/i18n.13dc9e0fe960.js
DUPTYPE_WITHIN_SAME_TREE -2157 3 402 63 8709525 5 /openedx/staticfiles/studio/js/test/i18n.js
DUPTYPE_WITHIN_SAME_TREE -2157 2 402 63 8705503 5 /openedx/staticfiles/js/test/i18n.js
DUPTYPE_WITHIN_SAME_TREE -2157 3 402 63 8712101 5 /openedx/staticfiles/studio/js/test/i18n.13dc9e0fe960.js
DUPTYPE_FIRST_OCCURRENCE 1581 2 402 63 6604050 5 /openedx/staticfiles/course_experience/js/LatestUpdate.fe49578f7ef9.js
DUPTYPE_WITHIN_SAME_TREE -1581 2 402 63 6603175 5 /openedx/staticfiles/course_experience/js/LatestUpdate.js
DUPTYPE_FIRST_OCCURRENCE 7165 4 403 63 8718337 5 /openedx/staticfiles/css/vendor/pdfjs/images/toolbarButton-download@2x.629a30aeb999.png
DUPTYPE_WITHIN_SAME_TREE -7165 4 403 63 8704683 5 /openedx/staticfiles/css/vendor/pdfjs/images/toolbarButton-download@2x.png
DUPTYPE_WITHIN_SAME_TREE -7165 5 403 63 8709370 5 /openedx/staticfiles/studio/css/vendor/pdfjs/images/toolbarButton-download@2x.png
DUPTYPE_WITHIN_SAME_TREE -7165 5 403 63 8711564 5 /openedx/staticfiles/studio/css/vendor/pdfjs/images/toolbarButton-download@2x.629a30aeb999.png
DUPTYPE_FIRST_OCCURRENCE 14453 6 405 63 8716257 5 /openedx/staticfiles/xblock/resources/lti_consumer/templates/html/lti-dl/dl_response_error.c2e3391398fc.html
DUPTYPE_WITHIN_SAME_TREE -14453 6 405 63 8707992 5 /openedx/staticfiles/xblock/resources/lti_consumer/templates/html/lti-dl/dl_response_error.html
DUPTYPE_WITHIN_SAME_TREE -14453 7 405 63 8711173 5 /openedx/staticfiles/studio/xblock/resources/lti_consumer/templates/html/lti-dl/dl_response_error.c2e3391398fc.html
DUPTYPE_WITHIN_SAME_TREE -14453 7 405 63 8710807 5 /openedx/staticfiles/studio/xblock/resources/lti_consumer/templates/html/lti-dl/dl_response_error.html
DUPTYPE_FIRST_OCCURRENCE 12099 5 405 63 8718134 5 /openedx/staticfiles/xblock/resources/lti_consumer/templates/html/lti_1p3_permission_error.939c97a7779d.html
DUPTYPE_WITHIN_SAME_TREE -12099 6 405 63 8711331 5 /openedx/staticfiles/studio/xblock/resources/lti_consumer/templates/html/lti_1p3_permission_error.939c97a7779d.html
DUPTYPE_WITHIN_SAME_TREE -12099 5 405 63 8707979 5 /openedx/staticfiles/xblock/resources/lti_consumer/templates/html/lti_1p3_permission_error.html
DUPTYPE_WITHIN_SAME_TREE -12099 6 405 63 8710793 5 /openedx/staticfiles/studio/xblock/resources/lti_consumer/templates/html/lti_1p3_permission_error.html
DUPTYPE_FIRST_OCCURRENCE 6795 4 405 63 8718292 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/Adobe-CNS1-4.52f19088dd3f.bcmap
DUPTYPE_WITHIN_SAME_TREE -6795 5 405 63 8711519 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/Adobe-CNS1-4.52f19088dd3f.bcmap
DUPTYPE_WITHIN_SAME_TREE -6795 5 405 63 8709324 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/Adobe-CNS1-4.bcmap
DUPTYPE_WITHIN_SAME_TREE -6795 4 405 63 8703887 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/Adobe-CNS1-4.bcmap
